segA segB cor p x n pBH
chr20.H1 chr9.H1 0.0767914488052034 0.405826616828919 78 145 0.977387167998401
chr21.H1 chr9.H1 -0.0200844502602139 0.868009993460328 71 145 1
chr22.H1 chr9.H1 0.0348571656210136 0.740372385817294 75 145 1
chrX.H1 chr9.H1 0.0353868885537102 0.739239255372843 75 145 1
chr1.H2 chr9.H1 0.0761469760577892 0.40759572160692 78 145 0.977387167998401
chr2.H2 chr9.H1 0.0759132420091324 0.407947688866977 78 145 0.977387167998401
chr3.H2 chr9.H1 -0.0494264627915303 0.616977807342527 69 145 1
chr4.H2 chr9.H1 0.0346336828345019 0.740653368083725 75 145 1
chr5.H2 chr9.H1 -0.0908582273676342 0.317739508508899 66 145 0.96209727192286
chr6.H2 chr9.H1 0.0759132420091324 0.407947688866977 78 145 0.977387167998401
chr7.H2 chr9.H1 0.0481446250391703 0.619624939856131 76 145 1
chr8.H2 chr9.H1 0.103224998238358 0.245406798095693 80 145 0.914885970786274
chr9.H2 chr9.H1 -0.0757373943303943 0.407947688866977 67 145 0.977387167998401
chr10.H2 chr9.H1 0.0485436972368406 0.619362689740794 76 145 1
chr11.H2 chr9.H1 0.00704091354327786 1 73 145 1
chr12.H2 chr9.H1 -0.117411990708174 0.185103547252757 64 145 0.857333090750419
chr13.H2 chr9.H1 0.020940418415892 0.868500299310058 74 145 1
chr14.H2 chr9.H1 0.0617614541847803 0.507428720870033 77 145 1
chr15.H2 chr9.H1 0.0620243531202435 0.508065307578063 77 145 1
chr16.H2 chr9.H1 -0.00666286040505656 1 72 145 1
chr17.H2 chr9.H1 0.117244167552002 0.182605876427051 81 145 0.857333090750419
chr18.H2 chr9.H1 -0.00704091354327786 1 72 145 1
chr19.H2 chr9.H1 -0.131353533699686 0.135709267605081 63 145 0.800346327740544
chr20.H2 chr9.H1 0.0757373943303943 0.407947688866977 78 145 0.977387167998401
chr21.H2 chr9.H1 0.144786910197869 0.0975558496335864 83 145 0.75577422728329
chr22.H2 chr9.H1 0.0894726968679023 0.320483824742986 79 145 0.96209727192286
chrX.H2 chr9.H1 0.0205518557479462 0.868597706495754 74 145 1
chr10tr chr9.H1 -0.0348571656210136 0.740372385817294 70 145 1
chr10.H1 chr10.H1 1 6.05101107065401e-43 145 145 1.84474067235074e-41
chr11.H1 chr10.H1 0.0743222850574494 0.406993317160331 78 145 0.977387167998401
chr12.H1 chr10.H1 -0.0364924330230664 0.739294487919816 70 145 1
chr13.H1 chr10.H1 0.00382265259218268 1 73 145 1
chr14.H1 chr10.H1 0.0112832745756314 1 73 145 1
chr15.H1 chr10.H1 0.0672172683447549 0.502765100503099 78 145 1
chr16.H1 chr10.H1 -0.0315446590862193 0.739119387760562 71 145 1
chr17.H1 chr10.H1 -0.115214943857594 0.182323397675009 65 145 0.857333090750419
chr18.H1 chr10.H1 0.215283489560856 0.0123465412922126 88 145 0.208583479889023
chr19.H1 chr10.H1 -0.0468213098633184 0.616153755305881 70 145 1
chr20.H1 chr10.H1 -0.0289604909858074 0.740862601329111 71 145 1
chr21.H1 chr10.H1 0.0115229602876723 1 74 145 1
chr22.H1 chr10.H1 -0.0112832745756314 1 72 145 1
chrX.H1 chr10.H1 0.0950644223732962 0.314627462868057 80 145 0.96209727192286
chr1.H2 chr10.H1 -0.0793200412877905 0.404711647379167 67 145 0.977387167998401
chr2.H2 chr10.H1 -0.0213946325029422 0.868009993460328 71 145 1
chr3.H2 chr10.H1 0.0594347540100108 0.505286785812757 76 145 1
chr4.H2 chr10.H1 -0.0364924330230664 0.739294487919816 70 145 1
chr5.H2 chr10.H1 0.155559963883576 0.0673395167216268 83 145 0.65302896630455
chr6.H2 chr10.H1 -0.0213946325029422 0.868009993460328 71 145 1
chr7.H2 chr10.H1 -0.0743222850574494 0.406993317160331 67 145 0.977387167998401
chr8.H2 chr10.H1 -0.0417624796951338 0.620783512803136 69 145 1
chr9.H2 chr10.H1 -0.119603471583453 0.182703194886369 64 145 0.857333090750419
chr10.H2 chr10.H1 -0.550461973274306 2.31805020559773e-11 33 145 5.22952126382847e-10
chr11.H2 chr10.H1 -0.0641961125431954 0.505597916748788 68 145 1
chr12.H2 chr10.H1 0.0641961125431954 0.505597916748787 77 145 1
chr13.H2 chr10.H1 0.00382265259218268 1 73 145 1
chr14.H2 chr10.H1 -0.0845934889004098 0.32155201375436 66 145 0.96209727192286
chr15.H2 chr10.H1 -0.00630377564818834 1 72 145 1
chr16.H2 chr10.H1 0.142393809058805 0.097269889262644 83 145 0.75577422728329
chr17.H2 chr10.H1 -0.0800157206089465 0.401659379114492 66 145 0.977387167998401
chr18.H2 chr10.H1 -0.102025964577578 0.245511138266633 65 145 0.914885970786274
chr19.H2 chr10.H1 -0.00382265259218268 1 72 145 1
chr20.H2 chr10.H1 0.0364924330230664 0.739294487919816 75 145 1
chr21.H2 chr10.H1 -0.117097408252711 0.183773697938869 64 145 0.857333090750419
chr22.H2 chr10.H1 -0.0315368838855071 0.740537450428489 70 145 1
chrX.H2 chr10.H1 -0.0466186055373204 0.618913686437135 69 145 1
chr10tr chr10.H1 0.0112832745756314 1 73 145 1
chr11.H1 chr11.H1 1 3.49566549364057e-43 145 145 1.45879995183437e-41
chr12.H1 chr11.H1 -0.103920822230681 0.24612495381039 65 145 0.914885970786274
chr13.H1 chr11.H1 -0.0628332109534172 0.507441989477058 68 145 1
chr14.H1 chr11.H1 -0.00590588951501692 1 72 145 1
chr15.H1 chr11.H1 0.0325238699133443 0.739975689332493 75 145 1
chr16.H1 chr11.H1 -0.0649564329085609 0.504207928636042 68 145 1
chr17.H1 chr11.H1 0.0183947420626013 0.868059520667284 74 145 1
chr18.H1 chr11.H1 -0.0205518557479462 0.868597706495754 71 145 1
chr19.H1 chr11.H1 -0.107105547062466 0.241315185912812 65 145 0.914885970786274
chr20.H1 chr11.H1 -0.230418189663969 0.00750392811273162 56 145 0.135107773320005
chr21.H1 chr11.H1 0.115746713515137 0.183903455884627 81 145 0.857333090750419
chr22.H1 chr11.H1 0.00590588951501692 1 73 145 1
chrX.H1 chr11.H1 -0.0229580258211842 0.86765229696564 71 145 1
chr1.H2 chr11.H1 -0.0352246788678248 0.74038019088025 70 145 1
chr2.H2 chr11.H1 -0.00704091354327786 1 72 145 1
chr3.H2 chr11.H1 0.00938898292778609 1 73 145 1
chr4.H2 chr11.H1 0.0340692805481538 0.740749422391843 75 145 1
chr5.H2 chr11.H1 0.0784399215557127 0.404538793607866 78 145 0.977387167998401
chr6.H2 chr11.H1 -0.117411990708174 0.185103547252757 64 145 0.857333090750419
chr7.H2 chr11.H1 -0.0616673011039208 0.508069721935149 68 145 1
chr8.H2 chr11.H1 -0.143702802972577 0.097100181724638 62 145 0.75577422728329
chr9.H2 chr11.H1 0.116863342215455 0.185274026120708 81 145 0.857333090750419
chr10.H2 chr11.H1 -0.118050275124602 0.184619289609152 64 145 0.857333090750419
chr11.H2 chr11.H1 -0.159116863342215 0.0680535107635349 61 145 0.65302896630455
chr12.H2 chr11.H1 -0.0340692805481538 0.740749422391843 70 145 1
chr13.H2 chr11.H1 -0.0628332109534172 0.507441989477058 68 145 1
chr14.H2 chr11.H1 -0.074737955595803 0.407644734312265 67 145 0.977387167998401
chr15.H2 chr11.H1 0.0346336828345019 0.740653368083725 75 145 1
chr16.H2 chr11.H1 0.01999238530336 0.868601765128492 74 145 1
chr17.H2 chr11.H1 0.0649564329085609 0.504207928636042 77 145 1
chr18.H2 chr11.H1 -0.144461362771222 0.0975593815434603 62 145 0.75577422728329
chr19.H2 chr11.H1 0.173267339295787 0.0463101392122677 85 145 0.510781949094062
chr20.H2 chr11.H1 -0.0616673011039208 0.508069721935149 68 145 1
chr21.H2 chr11.H1 0.062226452125726 0.507906390722966 77 145 1
chr22.H2 chr11.H1 -0.01999238530336 0.868601765128492 71 145 1
chrX.H2 chr11.H1 -0.172059383326989 0.0466405503162132 60 145 0.510781949094062
chr10tr chr11.H1 -0.171651821065492 0.0465683725142706 60 145 0.510781949094062
chr12.H1 chr12.H1 1 3.49566549364057e-43 145 145 1.45879995183437e-41
chr13.H1 chr12.H1 -0.00761614678223238 1 72 145 1
chr14.H1 chr12.H1 0.0217184324100622 0.868312977799104 74 145 1
chr15.H1 chr12.H1 -0.0229580258211842 0.86765229696564 71 145 1
chr16.H1 chr12.H1 0.0183947420626013 0.868059520667284 74 145 1
chr17.H1 chr12.H1 -0.176091332870111 0.0446350095767254 60 145 0.510781949094062
chr18.H1 chr12.H1 0.062226452125726 0.507906390722966 77 145 1
chr19.H1 chr12.H1 0.0320548859488025 0.739358651318185 75 145 1
chr20.H1 chr12.H1 -0.00878875350293746 1 72 145 1
chr21.H1 chr12.H1 0.0602648177806085 0.506754568943373 77 145 1
chr22.H1 chr12.H1 -0.0217184324100622 0.868312977799104 71 145 1
chrX.H1 chr12.H1 0.0325238699133443 0.739975689332493 75 145 1
chr1.H2 chr12.H1 -0.00761614678223238 1 72 145 1
chr2.H2 chr12.H1 0.0205518557479462 0.868597706495754 74 145 1
chr3.H2 chr12.H1 0.0371727079181735 0.738475121322653 75 145 1
chr4.H2 chr12.H1 -0.103920822230681 0.24612495381039 65 145 0.914885970786274
chr5.H2 chr12.H1 -0.0325238699133443 0.739975689332493 70 145 1
chr6.H2 chr12.H1 -0.0346336828345019 0.740653368083725 70 145 1
chr7.H2 chr12.H1 0.103920822230681 0.24612495381039 80 145 0.914885970786274
chr8.H2 chr12.H1 -0.0606872395023631 0.507495320487296 68 145 1
chr9.H2 chr12.H1 0.00647125999238675 1 73 145 1
chr10.H2 chr12.H1 0.01999238530336 0.868601765128492 74 145 1
chr11.H2 chr12.H1 0.0340692805481538 0.740749422391843 75 145 1
chr12.H2 chr12.H1 0.0487247811191473 0.619366332103508 76 145 1
chr13.H2 chr12.H1 -0.00761614678223238 1 72 145 1
chr14.H2 chr12.H1 0.11877996514333 0.183819906590958 81 145 0.857333090750419
chr15.H2 chr12.H1 -0.0757373943303943 0.407947688866977 67 145 0.977387167998401
chr16.H2 chr12.H1 0.0752094494745448 0.407962354169479 78 145 0.977387167998401
chr17.H2 chr12.H1 0.0649564329085609 0.504207928636042 77 145 1
chr18.H2 chr12.H1 0.0487247811191473 0.619366332103508 76 145 1
chr19.H2 chr12.H1 0.0352246788678248 0.74038019088025 75 145 1
chr20.H2 chr12.H1 0.0487247811191473 0.619366332103508 76 145 1
chr21.H2 chr12.H1 -0.130922932912842 0.136005633282967 63 145 0.800346327740544
chr22.H2 chr12.H1 0.0628332109534172 0.507441989477059 77 145 1
chrX.H2 chr12.H1 0.0763228016749144 0.407600610041088 78 145 0.977387167998401
chr10tr chr12.H1 0.1045913981853 0.245436515272829 80 145 0.914885970786274
chr13.H1 chr13.H1 1 3.69260439469078e-43 145 145 1.45879995183437e-41
chr14.H1 chr13.H1 -0.129597886629965 0.136079761750833 63 145 0.800346327740544
chr15.H1 chr13.H1 0.211485674399451 0.0126317279064539 88 145 0.208583479889023
chr16.H1 chr13.H1 -0.13609626309252 0.131988531493778 63 145 0.800346327740544
chr17.H1 chr13.H1 -0.13609626309252 0.131988531493778 63 145 0.800346327740544
chr18.H1 chr13.H1 0.0761469760577892 0.407595721606921 78 145 0.977387167998401
chr19.H1 chr13.H1 0.127692324436373 0.13478349224553 82 145 0.800346327740544
chr20.H1 chr13.H1 0.00382265259218268 1 73 145 1
chr21.H1 chr13.H1 -0.0660294639527697 0.504423137676098 68 145 1
chr22.H1 chr13.H1 0.0190585127397007 0.868622102264364 74 145 1
chrX.H1 chr13.H1 -0.0105264362823256 1 72 145 1
chr1.H2 chr13.H1 0.00571428571428571 1 73 145 1
chr2.H2 chr13.H1 0.117075975688851 0.185103547252757 81 145 0.857333090750419
chr3.H2 chr13.H1 0.163890570343809 0.0654274165866718 84 145 0.65302896630455
chr4.H2 chr13.H1 -0.0904417430390096 0.319952654640157 66 145 0.96209727192286
chr5.H2 chr13.H1 -0.0727281052233405 0.407304453948672 67 145 0.977387167998401
chr6.H2 chr13.H1 -0.020940418415892 0.868500299310058 71 145 1
chr7.H2 chr13.H1 -0.13042651364573 0.136017981852879 63 145 0.800346327740544
chr8.H2 chr13.H1 0.0925928355775914 0.317968645202074 79 145 0.96209727192286
chr9.H2 chr13.H1 -0.00761614678223238 1 72 145 1
chr10.H2 chr13.H1 -0.104761904761905 0.245451363932441 65 145 0.914885970786274
chr11.H2 chr13.H1 0.0752094494745448 0.407962354169479 78 145 0.977387167998401
chr12.H2 chr13.H1 -0.01999238530336 0.868601765128492 71 145 1
chr13.H2 chr13.H1 1 3.69260439469078e-43 145 145 1.45879995183437e-41
chr14.H2 chr13.H1 -0.0877361071871051 0.320635810214617 66 145 0.96209727192286
chr15.H2 chr13.H1 -0.0618694180469537 0.507906390722966 68 145 1
chr16.H2 chr13.H1 0.00571428571428571 1 73 145 1
chr17.H2 chr13.H1 -0.0306695804152157 0.740187036939513 70 145 1
chr18.H2 chr13.H1 -0.01999238530336 0.868601765128492 71 145 1
chr19.H2 chr13.H1 0.132380952380952 0.135153063281516 82 145 0.800346327740544
chr20.H2 chr13.H1 -0.01999238530336 0.868601765128492 71 145 1
chr21.H2 chr13.H1 0.0761469760577892 0.407595721606921 78 145 0.977387167998401
chr22.H2 chr13.H1 -0.0333333333333333 0.740770224167144 70 145 1
chrX.H2 chr13.H1 -0.0752094494745448 0.407962354169479 67 145 0.977387167998401
chr10tr chr13.H1 -0.0743281996848327 0.408035805429783 67 145 0.977387167998401
chr14.H1 chr14.H1 1 4.00911334280721e-43 145 145 1.45879995183437e-41
chr15.H1 chr14.H1 -0.14075191934323 0.0976412754809803 62 145 0.75577422728329
chr16.H1 chr14.H1 -0.070772172635345 0.407958759885783 67 145 0.977387167998401
chr17.H1 chr14.H1 0.0682788440601161 0.503222583477844 77 145 1
chr18.H1 chr14.H1 0.0756190970029638 0.407595721606921 78 145 0.977387167998401
chr19.H1 chr14.H1 -0.000576385056007722 1 72 145 1
chr20.H1 chr14.H1 -0.127367133345263 0.136229162168603 63 145 0.800346327740544
chr21.H1 chr14.H1 -0.0852171484459009 0.320793475612399 66 145 0.96209727192286
chr22.H1 chr14.H1 0.0230739893211289 0.868059054131211 74 145 1
chrX.H1 chr14.H1 0.10915454969475 0.241930087947286 80 145 0.914885970786274
chr1.H2 chr14.H1 0.0362111742054313 0.739949043599756 75 145 1
chr2.H2 chr14.H1 -0.0480000313469695 0.619362689740794 69 145 1
chr3.H2 chr14.H1 0.070772172635345 0.407958759885783 78 145 0.977387167998401
chr4.H2 chr14.H1 0.0493427543351414 0.618858482673809 76 145 1
chr5.H2 chr14.H1 0.00191499209990789 1 73 145 1
chr6.H2 chr14.H1 0.117714362588997 0.184605453676478 81 145 0.857333090750419
chr7.H2 chr14.H1 -0.0769670762602205 0.40691934627316 67 145 0.977387167998401
chr8.H2 chr14.H1 0.0586438306956757 0.508306123653838 77 145 1
chr9.H2 chr14.H1 0.1045913981853 0.245436515272828 80 145 0.914885970786274
chr10.H2 chr14.H1 0.0638460176779973 0.506709390073334 77 145 1
chr11.H2 chr14.H1 -0.00590588951501692 1 72 145 1
chr12.H2 chr14.H1 0.0611545333651752 0.507932927937018 77 145 1
chr13.H2 chr14.H1 -0.129597886629965 0.136079761750834 63 145 0.800346327740544
chr14.H2 chr14.H1 0.0177480967741097 0.868679223089466 74 145 1
chr15.H2 chr14.H1 0.103238162658958 0.246120010346945 80 145 0.914885970786274
chr16.H2 chr14.H1 0.0914808611505633 0.319115399035542 79 145 0.96209727192286
chr17.H2 chr14.H1 -0.0960890473992083 0.315142619018381 66 145 0.96209727192286
chr18.H2 chr14.H1 -0.0493427543351414 0.618858482673809 69 145 1
chr19.H2 chr14.H1 0.101963043157399 0.246565013403393 80 145 0.914885970786274
chr20.H2 chr14.H1 0.0335302114400961 0.740668978209638 75 145 1
chr21.H2 chr14.H1 -0.117714362588997 0.184605453676478 64 145 0.857333090750419
chr22.H2 chr14.H1 0.0190585127397007 0.868622102264364 74 145 1
chrX.H2 chr14.H1 -0.1045913981853 0.245436515272828 65 145 0.914885970786274
chr10tr chr14.H1 -0.0507246376811594 0.618175284067216 69 145 1
chr15.H1 chr15.H1 1 7.33455887351996e-43 145 145 2.0178981486172e-41
chr16.H1 chr15.H1 0.00866719056601921 1 74 145 1
chr17.H1 chr15.H1 0.0365948046120811 0.737281253183862 76 145 1
chr18.H1 chr15.H1 0.0631225579606722 0.505504134138416 77 145 1
chr19.H1 chr15.H1 0.0212233439513925 0.866735243189254 75 145 1
chr20.H1 chr15.H1 -0.0998656558264929 0.245016882883477 66 145 0.914885970786274
chr21.H1 chr15.H1 0.330769230769231 0.00010005177534423 97 145 0.0021294038224206
chr22.H1 chr15.H1 0.0852171484459009 0.320793475612399 79 145 0.96209727192286
chrX.H1 chr15.H1 0.0240384615384615 0.866886068745457 75 145 1
chr1.H2 chr15.H1 0.100479619058563 0.245824887496745 80 145 0.914885970786274
chr2.H2 chr15.H1 -0.0908582273676342 0.317739508508899 66 145 0.96209727192286
chr3.H2 chr15.H1 -0.00866719056601921 1 71 145 1
chr4.H2 chr15.H1 0.19896955711693 0.0197802410767243 87 145 0.28822935324602
chr5.H2 chr15.H1 -0.0240384615384615 0.866886068745457 70 145 1
chr6.H2 chr15.H1 -0.00765121914674814 1 72 145 1
chr7.H2 chr15.H1 -0.115746713515137 0.183903455884627 64 145 0.857333090750419
chr8.H2 chr15.H1 -0.138116677307211 0.131486068067389 62 145 0.800346327740544
chr9.H2 chr15.H1 -0.0229580258211842 0.86765229696564 71 145 1
chr10.H2 chr15.H1 -0.0105264362823256 1 72 145 1
chr11.H2 chr15.H1 0.00478292204608004 1 73 145 1
chr12.H2 chr15.H1 0.0229580258211842 0.86765229696564 74 145 1
chr13.H2 chr15.H1 0.211485674399451 0.0126317279064539 88 145 0.208583479889023
chr14.H2 chr15.H1 0.0134151813901936 1 73 145 1
chr15.H2 chr15.H1 -0.131027127888062 0.134224699508858 63 145 0.800346327740544
chr16.H2 chr15.H1 0.0727281052233405 0.407304453948672 78 145 0.977387167998401
chr17.H2 chr15.H1 -0.204160488888452 0.0184864681625928 57 145 0.28822935324602
chr18.H2 chr15.H1 0.0229580258211842 0.86765229696564 74 145 1
chr19.H2 chr15.H1 -0.0449765913881185 0.61914594890213 69 145 1
chr20.H2 chr15.H1 -0.0325238699133443 0.739975689332493 70 145 1
chr21.H2 chr15.H1 -0.0478201196671759 0.618043266584621 69 145 1
chr22.H2 chr15.H1 0.0382779501175476 0.738601929886865 75 145 1
chrX.H2 chr15.H1 -0.115746713515137 0.183903455884627 64 145 0.857333090750419
chr10tr chr15.H1 -0.112984533894565 0.185383765529927 64 145 0.857333090750419
chr16.H1 chr16.H1 1 9.13998875007888e-43 145 145 2.29109051335311e-41
chr17.H1 chr16.H1 0.0210262345679012 0.866785248726519 75 145 1
chr18.H1 chr16.H1 0.0494264627915303 0.616977807342527 76 145 1
chr19.H1 chr16.H1 0.0894687343363525 0.313952899830982 80 145 0.96209727192286
chr20.H1 chr16.H1 0.0800157206089465 0.401659379114492 79 145 0.977387167998401
chr21.H1 chr16.H1 0.00866719056601921 1 74 145 1
chr22.H1 chr16.H1 0.0151517659571606 0.868601622631639 74 145 1
chrX.H1 chr16.H1 -0.0471880375261046 0.616116411945614 70 145 1
chr1.H2 chr16.H1 0.00287527316392648 1 73 145 1
chr2.H2 chr16.H1 -0.0494264627915303 0.616977807342527 69 145 1
chr3.H2 chr16.H1 -0.104938271604938 0.239949121850346 64 145 0.914885970786274
chr4.H2 chr16.H1 -0.0371727079181735 0.738475121322653 70 145 1
chr5.H2 chr16.H1 0.0192604234800427 0.867295650072395 73 145 1
chr6.H2 chr16.H1 -0.0216480244009416 0.867613775804674 71 145 1
chr7.H2 chr16.H1 -0.101745917033764 0.244513249756855 65 145 0.914885970786274
chr8.H2 chr16.H1 -0.0676278318803269 0.502549178548271 67 145 1
chr9.H2 chr16.H1 -0.00938898292778609 1 72 145 1
chr10.H2 chr16.H1 0.0862581949177943 0.319575931357432 79 145 0.96209727192286
chr11.H2 chr16.H1 -0.120523882889336 0.181266089989316 64 145 0.857333090750419
chr12.H2 chr16.H1 -0.0461784670529887 0.618176448989883 69 145 1
chr13.H2 chr16.H1 -0.13609626309252 0.131988531493778 63 145 0.800346327740544
chr14.H2 chr16.H1 0.139541084993806 0.0978218414746102 82 145 0.75577422728329
chr15.H2 chr16.H1 -0.0616872907708246 0.505504134138416 68 145 1
chr16.H2 chr16.H1 -0.13609626309252 0.131988531493778 63 145 0.800346327740544
chr17.H2 chr16.H1 0.146797839506173 0.0929736222114113 82 145 0.75577422728329
chr18.H2 chr16.H1 -0.101745917033764 0.244513249756855 65 145 0.914885970786274
chr19.H2 chr16.H1 0.0527133413386521 0.616035589811099 76 145 1
chr20.H2 chr16.H1 -0.101745917033764 0.244513249756855 65 145 0.914885970786274
chr21.H2 chr16.H1 0.0216480244009416 0.867613775804674 74 145 1
chr22.H2 chr16.H1 -0.0306695804152157 0.740187036939513 70 145 1
chrX.H2 chr16.H1 0.120523882889336 0.181266089989316 81 145 0.857333090750419
chr10tr chr16.H1 0.0682788440601161 0.503222583477844 77 145 1
chr17.H1 chr17.H1 1 9.13998875007888e-43 145 145 2.29109051335311e-41
chr18.H1 chr17.H1 -0.0894657291614134 0.317739508508899 66 145 0.96209727192286
chr19.H1 chr17.H1 -0.0226087298430956 0.866423252119798 72 145 1
chr20.H1 chr17.H1 -0.0873248489338022 0.317465225133141 67 145 0.96209727192286
chr21.H1 chr17.H1 0.0924500327042048 0.31398251689872 80 145 0.96209727192286
chr22.H1 chr17.H1 0.154202782652622 0.0682599495982057 84 145 0.65302896630455
chrX.H1 chr17.H1 -0.0192604234800427 0.867295650072395 72 145 1
chr1.H2 chr17.H1 -0.0527133413386521 0.6160355898111 69 145 1
chr2.H2 chr17.H1 -0.077204901182119 0.404400104953291 67 145 0.977387167998401
chr3.H2 chr17.H1 -0.132908950617284 0.130624161650732 62 145 0.800346327740544
chr4.H2 chr17.H1 -0.0371727079181735 0.738475121322653 70 145 1
chr5.H2 chr17.H1 -0.0365948046120811 0.737281253183862 69 145 1
chr6.H2 chr17.H1 0.00613041398964717 1 73 145 1
chr7.H2 chr17.H1 -0.0461784670529887 0.618176448989883 69 145 1
chr8.H2 chr17.H1 0.0159463353581453 0.86825188865274 73 145 1
chr9.H2 chr17.H1 0.0183947420626013 0.868059520667284 74 145 1
chr10.H2 chr17.H1 0.0862581949177943 0.319575931357432 79 145 0.96209727192286
chr11.H2 chr17.H1 -0.0649564329085609 0.504207928636042 68 145 1
chr12.H2 chr17.H1 0.00938898292778609 1 73 145 1
chr13.H2 chr17.H1 -0.13609626309252 0.131988531493778 63 145 0.800346327740544
chr14.H2 chr17.H1 0.0282153225503295 0.741034751488769 74 145 1
chr15.H2 chr17.H1 0.160540216353885 0.0661609595126414 84 145 0.65302896630455
chr16.H2 chr17.H1 0.0306695804152157 0.740187036939513 75 145 1
chr17.H2 chr17.H1 -0.0769675925925926 0.401446120260672 66 145 0.977387167998401
chr18.H2 chr17.H1 0.0371727079181735 0.738475121322653 75 145 1
chr19.H2 chr17.H1 0.108301955841231 0.241630487981943 80 145 0.914885970786274
chr20.H2 chr17.H1 -0.101745917033764 0.244513249756855 65 145 0.914885970786274
chr21.H2 chr17.H1 0.104983339572708 0.242896266125106 80 145 0.914885970786274
chr22.H2 chr17.H1 -0.058463887666505 0.5071132506768 68 145 1
chrX.H2 chr17.H1 0.00938898292778609 1 73 145 1
chr10tr chr17.H1 -0.0151517659571606 0.868601622631639 71 145 1
chr18.H1 chr18.H1 1 3.40118804786652e-43 145 145 1.45879995183437e-41
chr19.H1 chr18.H1 0.0635218465856486 0.504045902948246 77 145 1
chr20.H1 chr18.H1 -0.0617005919504495 0.506629525462878 68 145 1
chr21.H1 chr18.H1 0.00765121914674814 1 73 145 1
chr22.H1 chr18.H1 -0.0203809656909751 0.868500299310058 71 145 1
chrX.H1 chr18.H1 -0.0200844502602139 0.868009993460328 71 145 1
chr1.H2 chr18.H1 0.020940418415892 0.868500299310058 74 145 1
chr2.H2 chr18.H1 -0.00684931506849315 1 72 145 1
chr3.H2 chr18.H1 0.00613041398964717 1 73 145 1
chr4.H2 chr18.H1 -0.0757373943303943 0.407947688866977 67 145 0.977387167998401
chr5.H2 chr18.H1 0.158762797295024 0.067000327369895 84 145 0.65302896630455
chr6.H2 chr18.H1 0.103500761035008 0.246475939714994 80 145 0.914885970786274
chr7.H2 chr18.H1 -0.172597529290622 0.0465544139574056 60 145 0.510781949094062
chr8.H2 chr18.H1 -0.118107715174757 0.183773697938869 64 145 0.857333090750419
chr9.H2 chr18.H1 -0.0205518557479462 0.868597706495754 71 145 1
chr10.H2 chr18.H1 -0.0618694180469537 0.507906390722966 68 145 1
chr11.H2 chr18.H1 -0.0205518557479462 0.868597706495754 71 145 1
chr12.H2 chr18.H1 0.0757373943303943 0.407947688866977 78 145 0.977387167998401
chr13.H2 chr18.H1 0.0761469760577892 0.40759572160692 78 145 0.977387167998401
chr14.H2 chr18.H1 0.00648114025395843 1 73 145 1
chr15.H2 chr18.H1 0.0344368340943683 0.740746826329461 75 145 1
chr16.H2 chr18.H1 0.0761469760577892 0.40759572160692 78 145 0.977387167998401
chr17.H2 chr18.H1 -0.0494264627915303 0.616977807342527 69 145 1
chr18.H2 chr18.H1 -0.0346336828345019 0.740653368083725 70 145 1
chr19.H2 chr18.H1 0.0894726968679023 0.320483824742986 79 145 0.96209727192286
chr20.H2 chr18.H1 -0.0346336828345019 0.740653368083725 70 145 1
chr21.H2 chr18.H1 -0.103500761035008 0.246475939714994 65 145 0.914885970786274
chr22.H2 chr18.H1 0.0894726968679023 0.320483824742986 79 145 0.96209727192286
chrX.H2 chr18.H1 -0.00704091354327786 1 72 145 1
chr10tr chr18.H1 0.0203809656909751 0.868500299310058 74 145 1
chr19.H1 chr19.H1 1 1.17106105860384e-42 145 145 2.87164537848941e-41
chr20.H1 chr19.H1 -0.0468213098633184 0.616153755305881 70 145 1
chr21.H1 chr19.H1 -0.00675288216635216 1 73 145 1
chr22.H1 chr19.H1 0.0284349960963809 0.740617120256679 75 145 1
chrX.H1 chr19.H1 -0.0347291082840968 0.737366532492166 71 145 1
chr1.H2 chr19.H1 -0.150734548394816 0.0934480460864954 62 145 0.75577422728329
chr2.H2 chr19.H1 -0.0913486373860082 0.316077693094128 66 145 0.96209727192286
chr3.H2 chr19.H1 0.0506280958879576 0.613776409138021 75 145 1
chr4.H2 chr19.H1 0.0320548859488025 0.739358651318185 75 145 1
chr5.H2 chr19.H1 0.00675288216635216 1 72 145 1
chr6.H2 chr19.H1 0.04778531661579 0.616977807342527 76 145 1
chr7.H2 chr19.H1 0.0514413738579586 0.61580143333842 76 145 1
chr8.H2 chr19.H1 0.0309858898302267 0.739195560720799 74 145 1
chr9.H2 chr19.H1 0.0320548859488025 0.739358651318185 75 145 1
chr10.H2 chr19.H1 0.0441642625870161 0.618544409161236 76 145 1
chr11.H2 chr19.H1 -0.0514413738579586 0.61580143333842 69 145 1
chr12.H2 chr19.H1 0.0236092872557049 0.867175990671753 74 145 1
chr13.H2 chr19.H1 0.127692324436373 0.134783492245529 82 145 0.800346327740544
chr14.H2 chr19.H1 -0.0405700399572934 0.737255143636544 69 145 1
chr15.H2 chr19.H1 -0.0756121074161497 0.404400104953292 67 145 0.977387167998401
chr16.H2 chr19.H1 0.0163215753038973 0.86819640559617 74 145 1
chr17.H2 chr19.H1 -0.00541063620176646 1 71 145 1
chr18.H2 chr19.H1 0.13493763366472 0.131727668490281 82 145 0.800346327740544
chr19.H2 chr19.H1 -0.0441642625870161 0.618544409161236 69 145 1
chr20.H2 chr19.H1 -0.00422279934654884 1 72 145 1
