chrom	start	end	sample	cell	class
chr13	20400000	114364328	RPE-BM510	BM510x04_PE20383	WW
chr13	20400000	114364328	RPE-BM510	BM510x04_PE20386	CC
chr13	20400000	114364328	RPE-BM510	BM510x04_PE20387	CC
chr13	20400000	114364328	RPE-BM510	BM510x04_PE20390	WW
chr13	20400000	114364328	RPE-BM510	BM510x04_PE20395	CC
chr13	20400000	114364328	RPE-BM510	BM510x3PE20406	CC
chr13	20400000	114364328	RPE-BM510	BM510x3PE20407	WW
chr13	20400000	114364328	RPE-BM510	BM510x3PE20415	WW
chr13	20400000	114364328	RPE-BM510	BM510x3PE20416	WW
chr13	20400000	114364328	RPE-BM510	BM510x3PE20421	WW
chr13	20400000	114364328	RPE-BM510	BM510x3PE20422	WW
chr13	20400000	114364328	RPE-BM510	BM510x3PE20425	WW
chr13	20400000	114364328	RPE-BM510	BM510x3PE20431	CC
chr13	20400000	114364328	RPE-BM510	BM510x3PE20435	WW
chr13	20400000	114364328	RPE-BM510	BM510x3PE20436	WW
chr13	20400000	114364328	RPE-BM510	BM510x3PE20437	WW
chr13	20400000	114364328	RPE-BM510	BM510x3PE20439	CC
chr13	20400000	114364328	RPE-BM510	BM510x3PE20447	CC
chr13	20400000	114364328	RPE-BM510	BM510x3PE20449	CC
chr13	20400000	114364328	RPE-BM510	BM510x3PE20453	CC
chr13	20400000	114364328	RPE-BM510	BM510x3PE20464	WW
chr13	20400000	114364328	RPE-BM510	BM510x3PE20471	CC
chr13	20400000	114364328	RPE-BM510	BM510x3PE20476	WW
chr13	20400000	114364328	RPE-BM510	BM510x3PE20481	CC
chr13	20400000	114364328	RPE-BM510	BM510x3PE20485	WW
chr13	20400000	114364328	RPE-BM510	BM510x3PE20487	CC
chr13	20500000	114364328	RPE-BM510	BM510x04_PE20342	CC
chr13	20500000	114364328	RPE-BM510	BM510x04_PE20361	WW
chr13	20500000	114364328	RPE-BM510	BM510x3PE20491	CC
chr13	20500000	114364328	RPE-BM510	BM510x3PE20492	WW
chr13	49500000	114364328	RPE-BM510	BM510x3PE20433	CC
chr13	50900000	114364328	RPE-BM510	BM510x04_PE20381	CC
chr13	65200000	114364328	RPE-BM510	BM510x04_PE20377	CC
chr13	87100000	114364328	RPE-BM510	BM510x3PE20410	WW
chr13	94100000	114364328	RPE-BM510	BM510x3PE20429	CC
chr13	97200000	114364328	RPE-BM510	BM510x04_PE20374	CC
chr13	103400000	114364328	RPE-BM510	BM510x04_PE20379	CC
chr13	106800000	114364328	RPE-BM510	BM510x3PE20496	CC
chr13	107500000	114364328	RPE-BM510	BM510x3PE20418	CC
chr14	0	19800000	RPE-BM510	BM510x3PE20480	WC
chr14	0	22300000	RPE-BM510	BM510x04_PE20339	WW
chr14	0	23700000	RPE-BM510	BM510x04_PE20310	WC
chr14	0	24700000	RPE-BM510	BM510x3PE20477	WW
chr14	0	26600000	RPE-BM510	BM510x04_PE20342	CC
chr14	0	29900000	RPE-BM510	BM510x04_PE20317	WC
chr14	0	31600000	RPE-BM510	BM510x3PE20415	CC
chr14	0	35200000	RPE-BM510	BM510x3PE20464	CC
chr14	0	45900000	RPE-BM510	BM510x3PE20490	CW
chr14	0	50800000	RPE-BM510	BM510x3PE20411	WW
chr14	0	61700000	RPE-BM510	BM510x3PE20425	CW
chr14	0	64100000	RPE-BM510	BM510x3PE20469	WW
chr14	0	66500000	RPE-BM510	BM510x3PE20416	WC
chr14	0	69200000	RPE-BM510	BM510x3PE20456	CW
chr14	0	74300000	RPE-BM510	BM510x3PE20429	WW
chr14	0	75700000	RPE-BM510	BM510x3PE20406	WW
chr14	0	83000000	RPE-BM510	BM510x04_PE20363	CW
chr14	0	83400000	RPE-BM510	BM510x3PE20483	WC
chr14	0	84100000	RPE-BM510	BM510x04_PE20340	WW
chr14	0	87500000	RPE-BM510	BM510x04_PE20390	WW
chr14	0	88200000	RPE-BM510	BM510x3PE20408	WW
chr14	0	89300000	RPE-BM510	BM510x04_PE20393	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20301	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20302	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20303	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20304	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20305	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20306	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20307	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20308	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20309	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20311	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20312	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20313	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20314	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20316	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20318	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20319	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20321	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20322	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20325	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20328	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20329	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20330	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20331	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20332	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20333	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20334	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20335	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20336	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20337	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20343	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20344	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20345	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20347	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20348	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20353	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20355	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20356	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20357	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20358	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20359	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20360	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20361	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20362	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20365	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20366	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20367	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20368	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20370	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20371	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20372	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20373	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20374	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20375	WW
chr14	0	107043718	RPE-BM510	BM510x04_PE20377	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20378	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20379	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20380	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20381	CC
chr14	0	107043718	RPE-BM510	BM510x04_PE20382	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20383	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20384	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20386	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20387	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20389	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20392	CW
chr14	0	107043718	RPE-BM510	BM510x04_PE20394	WC
chr14	0	107043718	RPE-BM510	BM510x04_PE20395	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20401	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20402	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20403	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20407	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20410	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20414	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20417	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20418	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20419	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20421	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20422	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20423	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20424	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20426	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20427	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20431	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20433	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20435	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20436	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20437	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20438	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20439	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20440	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20441	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20444	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20446	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20447	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20448	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20449	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20450	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20452	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20453	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20454	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20455	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20457	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20458	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20460	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20462	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20463	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20468	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20471	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20473	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20474	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20476	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20479	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20481	CC
chr14	0	107043718	RPE-BM510	BM510x3PE20482	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20485	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20486	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20487	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20488	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20489	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20491	WW
chr14	0	107043718	RPE-BM510	BM510x3PE20492	CW
chr14	0	107043718	RPE-BM510	BM510x3PE20495	WC
chr14	0	107043718	RPE-BM510	BM510x3PE20496	CC
chr14	19800000	107043718	RPE-BM510	BM510x3PE20480	CC
chr14	22300000	88100000	RPE-BM510	BM510x04_PE20339	CW
chr14	23700000	31000000	RPE-BM510	BM510x04_PE20310	WW
chr14	24700000	107043718	RPE-BM510	BM510x3PE20477	WC
chr14	26600000	92600000	RPE-BM510	BM510x04_PE20342	WC
chr14	29900000	107043718	RPE-BM510	BM510x04_PE20317	CC
chr14	31000000	107043718	RPE-BM510	BM510x04_PE20310	WC
chr14	31600000	107043718	RPE-BM510	BM510x3PE20415	WC
chr14	35200000	35500000	RPE-BM510	BM510x3PE20464	WC
chr14	35500000	107043718	RPE-BM510	BM510x3PE20464	CC
chr14	45900000	46300000	RPE-BM510	BM510x3PE20490	CC
chr14	46300000	58100000	RPE-BM510	BM510x3PE20490	CW
chr14	50800000	107043718	RPE-BM510	BM510x3PE20411	CW
chr14	58100000	58300000	RPE-BM510	BM510x3PE20490	WW
chr14	58300000	79100000	RPE-BM510	BM510x3PE20490	CW
chr14	61700000	107043718	RPE-BM510	BM510x3PE20425	CC
chr14	64100000	107043718	RPE-BM510	BM510x3PE20469	CW
chr14	66500000	67200000	RPE-BM510	BM510x3PE20416	WW
chr14	67200000	107043718	RPE-BM510	BM510x3PE20416	WC
chr14	69200000	107043718	RPE-BM510	BM510x3PE20456	CC
chr14	74300000	107043718	RPE-BM510	BM510x3PE20429	WC
chr14	75700000	107043718	RPE-BM510	BM510x3PE20406	CW
chr14	79100000	79300000	RPE-BM510	BM510x3PE20490	CC
chr14	79300000	79700000	RPE-BM510	BM510x3PE20490	WW
chr14	79700000	107043718	RPE-BM510	BM510x3PE20490	CW
chr14	83000000	107043718	RPE-BM510	BM510x04_PE20363	CC
chr14	83400000	107043718	RPE-BM510	BM510x3PE20483	CC
chr14	84100000	107043718	RPE-BM510	BM510x04_PE20340	WC
chr14	87500000	107043718	RPE-BM510	BM510x04_PE20390	WC
chr14	88100000	94700000	RPE-BM510	BM510x04_PE20339	WW
chr14	88200000	107043718	RPE-BM510	BM510x3PE20408	WC
chr14	89300000	107043718	RPE-BM510	BM510x04_PE20393	WC
chr14	92600000	107043718	RPE-BM510	BM510x04_PE20342	WW
chr14	94700000	97600000	RPE-BM510	BM510x04_PE20339	CW
chr14	97600000	107043718	RPE-BM510	BM510x04_PE20339	WW
chr15	0	22200000	RPE-BM510	BM510x04_PE20373	WC
chr15	0	22500000	RPE-BM510	BM510x04_PE20307	WC
chr15	0	22500000	RPE-BM510	BM510x04_PE20394	WC
chr15	0	22500000	RPE-BM510	BM510x3PE20417	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20309	CW
chr15	0	22600000	RPE-BM510	BM510x04_PE20312	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20316	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20325	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20328	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20330	CW
chr15	0	22600000	RPE-BM510	BM510x04_PE20335	CW
chr15	0	22600000	RPE-BM510	BM510x04_PE20339	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20344	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20355	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20356	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20358	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20361	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20371	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20377	CW
chr15	0	22600000	RPE-BM510	BM510x04_PE20379	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20383	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20384	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20387	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20389	WC
chr15	0	22600000	RPE-BM510	BM510x04_PE20390	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20403	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20414	CW
chr15	0	22600000	RPE-BM510	BM510x3PE20419	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20431	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20435	CW
chr15	0	22600000	RPE-BM510	BM510x3PE20437	CW
chr15	0	22600000	RPE-BM510	BM510x3PE20447	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20448	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20450	CW
chr15	0	22600000	RPE-BM510	BM510x3PE20452	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20455	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20456	CW
chr15	0	22600000	RPE-BM510	BM510x3PE20457	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20458	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20462	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20483	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20486	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20489	WC
chr15	0	22600000	RPE-BM510	BM510x3PE20492	CW
chr15	0	22600000	RPE-BM510	BM510x3PE20495	CW
chr15	0	22600000	RPE-BM510	BM510x3PE20496	WC
chr15	0	23300000	RPE-BM510	BM510x04_PE20348	WC
chr15	0	23300000	RPE-BM510	BM510x3PE20446	WC
chr15	0	23400000	RPE-BM510	BM510x04_PE20301	WC
chr15	0	23400000	RPE-BM510	BM510x04_PE20317	WC
chr15	0	23400000	RPE-BM510	BM510x04_PE20333	CW
chr15	0	23400000	RPE-BM510	BM510x04_PE20336	WC
chr15	0	23400000	RPE-BM510	BM510x3PE20401	WC
chr15	0	23400000	RPE-BM510	BM510x3PE20411	CW
chr15	0	23400000	RPE-BM510	BM510x3PE20464	WC
chr15	0	23400000	RPE-BM510	BM510x3PE20469	CW
chr15	0	23400000	RPE-BM510	BM510x3PE20474	WC
chr15	0	23400000	RPE-BM510	BM510x3PE20481	WC
chr15	0	23400000	RPE-BM510	BM510x3PE20485	CW
chr15	0	23500000	RPE-BM510	BM510x04_PE20366	WC
chr15	0	23500000	RPE-BM510	BM510x3PE20441	CW
chr15	0	23600000	RPE-BM510	BM510x3PE20490	WC
chr15	0	35100000	RPE-BM510	BM510x04_PE20357	CW
chr15	0	38100000	RPE-BM510	BM510x3PE20440	WC
chr15	0	50200000	RPE-BM510	BM510x04_PE20395	WC
chr15	0	53000000	RPE-BM510	BM510x04_PE20378	WC
chr15	0	54100000	RPE-BM510	BM510x3PE20482	WC
chr15	0	57900000	RPE-BM510	BM510x3PE20473	CW
chr15	0	78900000	RPE-BM510	BM510x04_PE20393	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20303	WC
chr15	0	88300000	RPE-BM510	BM510x04_PE20304	WC
chr15	0	88300000	RPE-BM510	BM510x04_PE20305	WC
chr15	0	88300000	RPE-BM510	BM510x04_PE20306	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20308	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20310	WC
chr15	0	88300000	RPE-BM510	BM510x04_PE20311	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20314	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20329	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20331	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20332	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20342	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20343	WC
chr15	0	88300000	RPE-BM510	BM510x04_PE20347	WC
chr15	0	88300000	RPE-BM510	BM510x04_PE20359	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20360	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20362	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20363	WC
chr15	0	88300000	RPE-BM510	BM510x04_PE20365	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20367	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20368	WC
chr15	0	88300000	RPE-BM510	BM510x04_PE20370	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20372	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20374	CW
chr15	0	88300000	RPE-BM510	BM510x04_PE20382	WC
chr15	0	88300000	RPE-BM510	BM510x04_PE20392	CW
chr15	0	88300000	RPE-BM510	BM510x3PE20406	WC
chr15	0	88300000	RPE-BM510	BM510x3PE20407	WC
chr15	0	88300000	RPE-BM510	BM510x3PE20408	CW
chr15	0	88300000	RPE-BM510	BM510x3PE20421	CW
chr15	0	88300000	RPE-BM510	BM510x3PE20423	CW
chr15	0	88300000	RPE-BM510	BM510x3PE20427	WC
chr15	0	88300000	RPE-BM510	BM510x3PE20429	CW
chr15	0	88300000	RPE-BM510	BM510x3PE20438	CW
chr15	0	88300000	RPE-BM510	BM510x3PE20444	WC
chr15	0	88300000	RPE-BM510	BM510x3PE20453	CW
chr15	0	88300000	RPE-BM510	BM510x3PE20454	CW
chr15	0	88300000	RPE-BM510	BM510x3PE20463	CW
chr15	0	88300000	RPE-BM510	BM510x3PE20468	WC
chr15	0	88300000	RPE-BM510	BM510x3PE20471	WC
chr15	0	88300000	RPE-BM510	BM510x3PE20476	CW
chr15	0	88300000	RPE-BM510	BM510x3PE20479	WC
chr15	0	88300000	RPE-BM510	BM510x3PE20487	CW
chr15	0	88300000	RPE-BM510	BM510x3PE20488	WC
chr15	0	88300000	RPE-BM510	BM510x3PE20491	WC
chr15	0	101400000	RPE-BM510	BM510x04_PE20353	WC
chr15	0	101991189	RPE-BM510	BM510x04_PE20302	CW
chr15	0	101991189	RPE-BM510	BM510x04_PE20313	CW
chr15	0	101991189	RPE-BM510	BM510x04_PE20318	CW
chr15	0	101991189	RPE-BM510	BM510x04_PE20319	WC
chr15	0	101991189	RPE-BM510	BM510x04_PE20321	CW
chr15	0	101991189	RPE-BM510	BM510x04_PE20322	WC
chr15	0	101991189	RPE-BM510	BM510x04_PE20334	CW
chr15	0	101991189	RPE-BM510	BM510x04_PE20337	WC
chr15	0	101991189	RPE-BM510	BM510x04_PE20340	CW
chr15	0	101991189	RPE-BM510	BM510x04_PE20345	WC
chr15	0	101991189	RPE-BM510	BM510x04_PE20375	CW
chr15	0	101991189	RPE-BM510	BM510x04_PE20380	WC
chr15	0	101991189	RPE-BM510	BM510x04_PE20381	CW
chr15	0	101991189	RPE-BM510	BM510x04_PE20386	WC
chr15	0	101991189	RPE-BM510	BM510x3PE20402	WC
chr15	0	101991189	RPE-BM510	BM510x3PE20410	CW
chr15	0	101991189	RPE-BM510	BM510x3PE20415	WC
chr15	0	101991189	RPE-BM510	BM510x3PE20416	WC
chr15	0	101991189	RPE-BM510	BM510x3PE20418	CW
chr15	0	101991189	RPE-BM510	BM510x3PE20422	WC
chr15	0	101991189	RPE-BM510	BM510x3PE20424	CW
chr15	0	101991189	RPE-BM510	BM510x3PE20425	WC
chr15	0	101991189	RPE-BM510	BM510x3PE20426	CW
chr15	0	101991189	RPE-BM510	BM510x3PE20433	WC
chr15	0	101991189	RPE-BM510	BM510x3PE20436	WC
chr15	0	101991189	RPE-BM510	BM510x3PE20439	WC
chr15	0	101991189	RPE-BM510	BM510x3PE20449	CW
chr15	0	101991189	RPE-BM510	BM510x3PE20460	CW
chr15	0	101991189	RPE-BM510	BM510x3PE20477	CW
chr15	0	101991189	RPE-BM510	BM510x3PE20480	WC
chr15	22200000	87200000	RPE-BM510	BM510x04_PE20373	WW
chr15	22500000	88300000	RPE-BM510	BM510x04_PE20394	WW
chr15	22500000	88300000	RPE-BM510	BM510x3PE20417	CC
chr15	22500000	101991189	RPE-BM510	BM510x04_PE20307	CC
chr15	22600000	30600000	RPE-BM510	BM510x04_PE20330	WW
chr15	22600000	71800000	RPE-BM510	BM510x04_PE20325	WW
chr15	22600000	86600000	RPE-BM510	BM510x04_PE20358	WW
chr15	22600000	88300000	RPE-BM510	BM510x04_PE20316	CC
chr15	22600000	88300000	RPE-BM510	BM510x04_PE20328	WW
chr15	22600000	88300000	RPE-BM510	BM510x04_PE20335	WW
chr15	22600000	88300000	RPE-BM510	BM510x04_PE20356	WW
chr15	22600000	88300000	RPE-BM510	BM510x04_PE20361	CC
chr15	22600000	88300000	RPE-BM510	BM510x04_PE20371	CC
chr15	22600000	88300000	RPE-BM510	BM510x04_PE20383	WW
chr15	22600000	88300000	RPE-BM510	BM510x04_PE20387	CC
chr15	22600000	88300000	RPE-BM510	BM510x04_PE20390	CC
chr15	22600000	88300000	RPE-BM510	BM510x3PE20431	WW
chr15	22600000	88300000	RPE-BM510	BM510x3PE20435	CC
chr15	22600000	88300000	RPE-BM510	BM510x3PE20448	WW
chr15	22600000	88300000	RPE-BM510	BM510x3PE20452	CC
chr15	22600000	88300000	RPE-BM510	BM510x3PE20457	CC
chr15	22600000	88300000	RPE-BM510	BM510x3PE20458	WW
chr15	22600000	88300000	RPE-BM510	BM510x3PE20486	CC
chr15	22600000	88300000	RPE-BM510	BM510x3PE20492	CC
chr15	22600000	88300000	RPE-BM510	BM510x3PE20495	CC
chr15	22600000	88300000	RPE-BM510	BM510x3PE20496	WW
chr15	22600000	101991189	RPE-BM510	BM510x04_PE20309	WW
chr15	22600000	101991189	RPE-BM510	BM510x04_PE20312	CC
chr15	22600000	101991189	RPE-BM510	BM510x04_PE20339	CC
chr15	22600000	101991189	RPE-BM510	BM510x04_PE20344	CC
chr15	22600000	101991189	RPE-BM510	BM510x04_PE20355	WW
chr15	22600000	101991189	RPE-BM510	BM510x04_PE20377	WW
chr15	22600000	101991189	RPE-BM510	BM510x04_PE20379	CC
chr15	22600000	101991189	RPE-BM510	BM510x04_PE20384	CC
chr15	22600000	101991189	RPE-BM510	BM510x04_PE20389	CC
chr15	22600000	101991189	RPE-BM510	BM510x3PE20403	WW
chr15	22600000	101991189	RPE-BM510	BM510x3PE20414	CC
chr15	22600000	101991189	RPE-BM510	BM510x3PE20419	CC
chr15	22600000	101991189	RPE-BM510	BM510x3PE20437	WW
chr15	22600000	101991189	RPE-BM510	BM510x3PE20447	WW
chr15	22600000	101991189	RPE-BM510	BM510x3PE20450	CC
chr15	22600000	101991189	RPE-BM510	BM510x3PE20455	CC
chr15	22600000	101991189	RPE-BM510	BM510x3PE20456	WW
chr15	22600000	101991189	RPE-BM510	BM510x3PE20462	WW
chr15	22600000	101991189	RPE-BM510	BM510x3PE20483	WW
chr15	22600000	101991189	RPE-BM510	BM510x3PE20489	CC
chr15	23300000	88300000	RPE-BM510	BM510x04_PE20348	WW
chr15	23300000	101991189	RPE-BM510	BM510x3PE20446	CC
chr15	23400000	40700000	RPE-BM510	BM510x04_PE20333	CC
chr15	23400000	88300000	RPE-BM510	BM510x04_PE20317	CC
chr15	23400000	88300000	RPE-BM510	BM510x3PE20469	CC
chr15	23400000	101991189	RPE-BM510	BM510x04_PE20301	CC
chr15	23400000	101991189	RPE-BM510	BM510x04_PE20336	CC
chr15	23400000	101991189	RPE-BM510	BM510x3PE20401	WW
chr15	23400000	101991189	RPE-BM510	BM510x3PE20411	WW
chr15	23400000	101991189	RPE-BM510	BM510x3PE20464	WW
chr15	23400000	101991189	RPE-BM510	BM510x3PE20474	WW
chr15	23400000	101991189	RPE-BM510	BM510x3PE20481	CC
chr15	23400000	101991189	RPE-BM510	BM510x3PE20485	CC
chr15	23500000	88300000	RPE-BM510	BM510x3PE20441	CC
chr15	23500000	101991189	RPE-BM510	BM510x04_PE20366	CC
chr15	23600000	101991189	RPE-BM510	BM510x3PE20490	WW
chr15	30600000	88300000	RPE-BM510	BM510x04_PE20330	CW
chr15	35100000	101991189	RPE-BM510	BM510x04_PE20357	CC
chr15	38100000	101991189	RPE-BM510	BM510x3PE20440	WW
chr15	40700000	45300000	RPE-BM510	BM510x04_PE20333	WC
chr15	45300000	101991189	RPE-BM510	BM510x04_PE20333	CC
chr15	50200000	88300000	RPE-BM510	BM510x04_PE20395	WW
chr15	53000000	101991189	RPE-BM510	BM510x04_PE20378	WW
chr15	54100000	101991189	RPE-BM510	BM510x3PE20482	CC
