chrom	start	end	sample	cell	class
chr12	0	133275309	RPE1-WT	RPE1WTPE20466	CW
chr12	0	133275309	RPE1-WT	RPE1WTPE20467	CC
chr12	0	133275309	RPE1-WT	RPE1WTPE20468	CC
chr12	0	133275309	RPE1-WT	RPE1WTPE20469	CC
chr12	0	133275309	RPE1-WT	RPE1WTPE20470	CC
chr12	0	133275309	RPE1-WT	RPE1WTPE20472	WC
chr12	0	133275309	RPE1-WT	RPE1WTPE20473	CW
chr12	0	133275309	RPE1-WT	RPE1WTPE20474	CW
chr12	0	133275309	RPE1-WT	RPE1WTPE20476	WC
chr12	0	133275309	RPE1-WT	RPE1WTPE20477	WW
chr12	0	133275309	RPE1-WT	RPE1WTPE20478	CW
chr12	0	133275309	RPE1-WT	RPE1WTPE20481	WW
chr12	0	133275309	RPE1-WT	RPE1WTPE20484	CC
chr12	0	133275309	RPE1-WT	RPE1WTPE20486	CW
chr12	0	133275309	RPE1-WT	RPE1WTPE20489	CW
chr12	0	133275309	RPE1-WT	RPE1WTPE20490	CC
chr12	0	133275309	RPE1-WT	RPE1WTPE20491	CW
chr12	0	133275309	RPE1-WT	RPE1WTPE20492	WW
chr12	0	133275309	RPE1-WT	RPE1WTPE20493	CC
chr12	0	133275309	RPE1-WT	RPE1WTPE20494	WW
chr12	0	133275309	RPE1-WT	RPE1WTPE20495	WW
chr12	17400000	133275309	RPE1-WT	RPE1WTPE20421	CC
chr12	22600000	133275309	RPE1-WT	RPE1WTPE20471	WW
chr12	45200000	133275309	RPE1-WT	RPE1WTPE20434	CC
chr12	49700000	110200000	RPE1-WT	RPE1WTPE20418	WW
chr12	53000000	133275309	RPE1-WT	RPE1WTPE20401	CW
chr12	57200000	133275309	RPE1-WT	RPE1WTPE20410	WC
chr12	59800000	133275309	RPE1-WT	RPE1WTPE20448	CW
chr12	65100000	133275309	RPE1-WT	RPE1WTPE20431	CC
chr12	66700000	133275309	RPE1-WT	RPE1WTPE20480	WW
chr12	87100000	133275309	RPE1-WT	RPE1WTPE20483	WC
chr12	97700000	133275309	RPE1-WT	RPE1WTPE20485	CW
chr12	110200000	133275309	RPE1-WT	RPE1WTPE20418	WC
chr13	0	34400000	RPE1-WT	RPE1WTPE20451	CC
chr13	0	70500000	RPE1-WT	RPE1WTPE20401	WW
chr13	0	70800000	RPE1-WT	RPE1WTPE20469	CW
chr13	0	72600000	RPE1-WT	RPE1WTPE20462	WC
chr13	0	73500000	RPE1-WT	RPE1WTPE20457	CW
chr13	0	81300000	RPE1-WT	RPE1WTPE20407	CC
chr13	0	102600000	RPE1-WT	RPE1WTPE20463	WC
chr13	0	110000000	RPE1-WT	RPE1WTPE20474	WC
chr13	0	112500000	RPE1-WT	RPE1WTPE20437	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20402	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20403	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20404	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20405	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20406	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20409	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20410	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20411	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20412	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20413	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20414	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20415	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20416	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20417	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20418	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20419	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20421	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20422	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20423	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20424	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20425	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20426	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20428	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20429	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20430	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20431	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20432	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20434	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20435	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20436	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20438	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20439	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20440	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20441	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20442	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20445	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20447	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20448	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20449	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20450	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20452	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20453	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20454	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20455	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20456	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20459	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20464	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20465	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20466	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20467	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20468	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20470	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20471	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20472	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20473	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20476	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20477	WC
chr13	0	114364328	RPE1-WT	RPE1WTPE20478	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20480	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20481	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20483	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20484	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20485	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20486	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20489	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20490	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20491	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20492	CC
chr13	0	114364328	RPE1-WT	RPE1WTPE20493	CW
chr13	0	114364328	RPE1-WT	RPE1WTPE20494	WW
chr13	0	114364328	RPE1-WT	RPE1WTPE20495	WC
chr13	34400000	114364328	RPE1-WT	RPE1WTPE20451	WC
chr13	70500000	114364328	RPE1-WT	RPE1WTPE20401	WC
chr13	70800000	114364328	RPE1-WT	RPE1WTPE20469	WW
chr13	72600000	114364328	RPE1-WT	RPE1WTPE20462	CC
chr13	73500000	114364328	RPE1-WT	RPE1WTPE20457	WW
chr13	81300000	114364328	RPE1-WT	RPE1WTPE20407	CW
chr13	102600000	114364328	RPE1-WT	RPE1WTPE20463	WW
chr13	110000000	114364328	RPE1-WT	RPE1WTPE20474	WW
chr13	112500000	114364328	RPE1-WT	RPE1WTPE20437	CW
chr14	0	35600000	RPE1-WT	RPE1WTPE20470	CC
chr14	0	35700000	RPE1-WT	RPE1WTPE20466	CW
chr14	0	63600000	RPE1-WT	RPE1WTPE20436	WC
chr14	0	80700000	RPE1-WT	RPE1WTPE20428	WW
chr14	0	82500000	RPE1-WT	RPE1WTPE20495	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20401	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20402	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20403	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20404	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20405	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20406	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20407	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20409	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20410	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20411	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20412	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20413	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20414	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20415	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20416	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20417	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20418	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20419	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20421	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20422	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20423	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20424	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20425	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20426	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20429	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20430	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20431	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20432	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20434	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20435	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20437	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20438	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20439	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20440	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20441	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20442	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20445	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20447	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20448	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20449	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20450	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20451	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20452	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20453	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20454	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20455	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20456	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20457	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20459	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20462	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20463	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20464	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20465	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20467	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20468	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20469	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20471	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20472	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20473	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20474	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20476	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20477	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20478	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20480	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20481	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20483	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20484	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20485	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20486	WC
chr14	0	107043718	RPE1-WT	RPE1WTPE20489	CW
chr14	0	107043718	RPE1-WT	RPE1WTPE20490	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20491	WW
chr14	0	107043718	RPE1-WT	RPE1WTPE20492	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20493	CC
chr14	0	107043718	RPE1-WT	RPE1WTPE20494	WW
chr14	35600000	107043718	RPE1-WT	RPE1WTPE20470	CW
chr14	35700000	107043718	RPE1-WT	RPE1WTPE20466	WW
chr14	63600000	107043718	RPE1-WT	RPE1WTPE20436	WW
chr14	80700000	107043718	RPE1-WT	RPE1WTPE20428	WC
chr14	82500000	107043718	RPE1-WT	RPE1WTPE20495	WW
chr15	0	36800000	RPE1-WT	RPE1WTPE20419	WC
chr15	0	50300000	RPE1-WT	RPE1WTPE20464	WW
chr15	0	70900000	RPE1-WT	RPE1WTPE20451	WC
chr15	0	96000000	RPE1-WT	RPE1WTPE20445	CC
chr15	0	98300000	RPE1-WT	RPE1WTPE20449	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20401	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20402	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20403	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20404	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20405	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20406	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20407	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20409	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20410	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20411	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20412	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20413	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20414	WC
chr15	0	101991189	RPE1-WT	RPE1WTPE20415	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20416	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20417	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20418	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20421	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20422	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20423	WC
chr15	0	101991189	RPE1-WT	RPE1WTPE20424	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20425	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20426	WC
chr15	0	101991189	RPE1-WT	RPE1WTPE20428	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20429	WC
chr15	0	101991189	RPE1-WT	RPE1WTPE20430	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20431	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20432	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20434	WC
chr15	0	101991189	RPE1-WT	RPE1WTPE20435	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20436	WC
chr15	0	101991189	RPE1-WT	RPE1WTPE20437	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20438	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20439	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20440	WC
chr15	0	101991189	RPE1-WT	RPE1WTPE20441	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20442	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20447	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20448	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20450	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20452	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20453	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20454	WC
chr15	0	101991189	RPE1-WT	RPE1WTPE20455	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20456	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20457	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20459	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20462	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20463	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20465	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20466	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20467	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20468	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20469	WC
chr15	0	101991189	RPE1-WT	RPE1WTPE20470	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20471	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20472	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20473	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20474	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20476	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20477	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20478	WW
chr15	0	101991189	RPE1-WT	RPE1WTPE20480	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20481	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20483	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20484	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20485	WC
chr15	0	101991189	RPE1-WT	RPE1WTPE20486	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20489	WC
chr15	0	101991189	RPE1-WT	RPE1WTPE20490	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20491	WC
chr15	0	101991189	RPE1-WT	RPE1WTPE20492	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20493	CC
chr15	0	101991189	RPE1-WT	RPE1WTPE20494	CW
chr15	0	101991189	RPE1-WT	RPE1WTPE20495	CW
chr15	36800000	101991189	RPE1-WT	RPE1WTPE20419	CC
chr15	50300000	101991189	RPE1-WT	RPE1WTPE20464	CW
chr15	70900000	101991189	RPE1-WT	RPE1WTPE20451	CC
chr15	96000000	101991189	RPE1-WT	RPE1WTPE20445	WC
chr15	98300000	101991189	RPE1-WT	RPE1WTPE20449	CW
chr16	0	7300000	RPE1-WT	RPE1WTPE20439	CW
chr16	0	10000000	RPE1-WT	RPE1WTPE20440	WC
chr16	0	12900000	RPE1-WT	RPE1WTPE20406	CC
chr16	0	26800000	RPE1-WT	RPE1WTPE20407	CC
chr16	0	28300000	RPE1-WT	RPE1WTPE20463	CC
chr16	0	34600000	RPE1-WT	RPE1WTPE20493	WW
chr16	0	57900000	RPE1-WT	RPE1WTPE20429	CW
chr16	0	65800000	RPE1-WT	RPE1WTPE20448	WC
chr16	0	71700000	RPE1-WT	RPE1WTPE20401	WW
chr16	0	80500000	RPE1-WT	RPE1WTPE20405	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20402	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20403	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20404	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20409	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20410	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20411	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20412	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20413	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20414	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20415	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20416	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20417	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20418	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20419	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20421	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20422	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20423	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20424	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20425	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20426	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20428	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20430	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20431	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20432	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20434	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20435	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20436	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20437	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20438	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20441	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20442	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20445	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20447	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20449	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20450	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20451	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20452	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20453	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20454	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20455	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20456	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20457	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20459	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20462	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20464	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20465	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20466	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20467	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20468	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20469	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20470	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20471	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20472	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20473	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20474	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20476	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20477	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20478	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20480	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20481	WW
chr16	0	90338345	RPE1-WT	RPE1WTPE20483	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20484	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20485	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20486	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20489	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20490	CC
chr16	0	90338345	RPE1-WT	RPE1WTPE20491	WC
chr16	0	90338345	RPE1-WT	RPE1WTPE20492	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20494	CW
chr16	0	90338345	RPE1-WT	RPE1WTPE20495	CW
chr16	7300000	90338345	RPE1-WT	RPE1WTPE20439	WW
chr16	10000000	90338345	RPE1-WT	RPE1WTPE20440	WW
chr16	12900000	90338345	RPE1-WT	RPE1WTPE20406	WC
chr16	26800000	34600000	RPE1-WT	RPE1WTPE20407	WC
chr16	28300000	34600000	RPE1-WT	RPE1WTPE20463	WC
chr16	34600000	46500000	RPE1-WT	RPE1WTPE20407	WW
chr16	34600000	46500000	RPE1-WT	RPE1WTPE20463	WW
chr16	34600000	90338345	RPE1-WT	RPE1WTPE20493	WC
chr16	46500000	50900000	RPE1-WT	RPE1WTPE20463	CC
chr16	46500000	90338345	RPE1-WT	RPE1WTPE20407	CC
chr16	50900000	90338345	RPE1-WT	RPE1WTPE20463	CW
chr16	57900000	64200000	RPE1-WT	RPE1WTPE20429	WW
chr16	64200000	90338345	RPE1-WT	RPE1WTPE20429	CW
chr16	65800000	90338345	RPE1-WT	RPE1WTPE20448	WW
chr16	71700000	90338345	RPE1-WT	RPE1WTPE20401	WC
chr16	80500000	90338345	RPE1-WT	RPE1WTPE20405	CC
chr17	0	5700000	RPE1-WT	RPE1WTPE20495	WW
chr17	0	8200000	RPE1-WT	RPE1WTPE20447	WW
chr17	0	8900000	RPE1-WT	RPE1WTPE20471	CW
chr17	0	12800000	RPE1-WT	RPE1WTPE20493	CC
chr17	0	15800000	RPE1-WT	RPE1WTPE20423	WW
chr17	0	15900000	RPE1-WT	RPE1WTPE20416	WW
chr17	0	19500000	RPE1-WT	RPE1WTPE20453	CW
chr17	0	27000000	RPE1-WT	RPE1WTPE20452	CW
chr17	0	39800000	RPE1-WT	RPE1WTPE20490	WW
chr17	0	59000000	RPE1-WT	RPE1WTPE20480	WW
chr17	0	60000000	RPE1-WT	RPE1WTPE20464	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20401	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20402	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20403	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20404	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20405	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20406	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20407	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20409	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20410	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20411	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20412	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20413	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20414	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20415	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20417	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20418	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20419	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20421	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20422	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20424	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20425	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20426	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20428	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20429	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20430	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20431	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20432	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20434	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20435	CC
chr17	0	83257441	RPE1-WT	RPE1WTPE20436	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20437	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20438	WW
chr17	0	83257441	RPE1-WT	RPE1WTPE20439	CW
chr17	0	83257441	RPE1-WT	RPE1WTPE20440	WC
chr17	0	83257441	RPE1-WT	RPE1WTPE20441	CC
